en,th
carpet,คาร์พิต
carpet,คาร์เพ็ต
carpet,คาร์พิต
carpet,คาร์เพ็ต
smartphone,สมาร์ตโฟน
smartphone,สมาร์ตโฟน
phone,โฟน
phone,โฟน
penthouse,เพนต์เฮาส์
penthouse,เพนต์เฮาส์
kiwi,คีวี
kiwi,คีวี
email,อีเมล
email,อีเมล
e-mail,อีเมล
e-mail,อีเมล
lounge,เลานจ์
lounge,เลานจ์
suite,สวีต
suite,สวีต
tuxedo,ทักซีโด
tuxedo,ทักซีโด
carriage,แคร์ริจ
carriage,เคร์ริจ
carriage,แคร์ริจ
carriage,เคร์ริจ
carrier,แคร์เรียร์
carrier,เคร์เรียร์
carrier,แคร์เรียร์
carrier,เคร์เรียร์
carrion,แคร์เรียน
carrion,เคร์เรียน
carrion,แคร์เรียน
carrion,เคร์เรียน
carry,แคร์รี
carry,เคร์รี
carry,แคร์รี
carry,เคร์รี
carsick,คาร์ซิก
carsick,คาร์ซิก
cart,คาร์ต
cart,คาร์ต
cartel,คาร์เทล
cartel,คาร์เทล
carton,คาร์ตอน
carton,คาร์ตอน
carve,คาร์ฟ
carve,คาร์ฟ
cascade,แคสเคด
cascade,แคสเคด
case,เคส
case,เคส
casein,เคซีน
casein,เคซีน
cash,แคช
cash,แคช
cashback,แคชแบ็ก
cashback,แคชแบ็ก
cashier,แคเชียร์
cashier,แคเชียร์
cashless,แคชเลส
cashless,แคชลิส
cashless,แคชเลส
cashless,แคชลิส
cask,คาสก์
cask,แคสก์
cask,คาสก์
cask,แคสก์
cast,คาสต์
cast,แคสต์
cast,คาสต์
cast,แคสต์
castor,คาสเตอร์
castor,แคสเตอร์
castor,คาสเตอร์
castor,แคสเตอร์
casual,แคชวล
casual,แคชวล
cat,แค็ต
cat,แค็ต
catastrophe,คาแทสโตรฟี
catastrophe,คาแทสโตรฟี
category,แคเทอกอรี
category,แคเทกอรี
category,แคเทอกอรี
category,แคเทกอรี
cater,เคเตอร์
cater,เคเตอร์
catering,เคเตอริง
catering,เคเตอริง
catnip,แค็ตนิป
catnip,แค็ตนิป
catwalk,แค็ตวอล์ก
catwalk,แค็ตวอล์ก
cauldron,คอลดรอน
cauldron,คอลดรอน
cause,คอส
cause,คอส
cave,เคฟ
cave,เคฟ
cease,ซีส
cease,ซีส
ceilidh,เคลี
ceilidh,เคลี
ceiling,ซีลิง
ceiling,ซีลิง
celery,เซเลอรี
celery,เซเลอรี
cello,เชลโล
cello,เชลโล
furniture,เฟอร์นิเชอร์
furniture,เฟอร์นิเชอร์
censer,เซนเซอร์
censer,เซนเซอร์
cent,เซนต์
cent,เซนต์
centaur,เซนทอร์
centaur,เซนทอร์
centipede,เซนติพีด
centipede,เซนติพีด
central,เซนทรัล
central,เซนทรัล
centrum,เซนทรัม
centrum,เซนทรัม
century,เซนเชอรี
century,เซนเชอรี
Cerberus,เซอร์เบอรัส
Cerberus,เซอร์เบอรัส
cereal,เซียเรียล
cereal,ซีเรียล
cereal,เซียเรียล
cereal,ซีเรียล
ceremony,เซริโมนี
ceremony,เซริโมนี
certificate,เซอร์ทิฟิเคิต
certificate,เซอร์ทิฟิเคต
certificate,เซอร์ทิฟิเคิต
certificate,เซอร์ทิฟิเคต
cerulean,เซอรูเลียน
cerulean,เซอรูเลียน
chain,เชน
chain,เชน
chainsaw,เชนซอว์
chainsaw,เชนซอว์
chair,แชร์
chair,แชร์
chalet,แชเล
chalet,แชเลต์
chalet,แชเล
chalet,แชเลต์
chamber,เชมเบอร์
chamber,เชมเบอร์
chameleon,คามีเลียน
chameleon,คามีเลียน
chandelier,แชนเดอเลียร์
chandelier,แชนดิเลียร์
chandelier,แชนเดอเลียร์
chandelier,แชนดิเลียร์
change,เชนจ์
change,เชนจ์
chant,ชานต์
chant,แชนต์
chant,ชานต์
chant,แชนต์
chaos,เคออส
chaos,เคออส
chaotic,เคออติก
chaotic,เคออติก
chap,แช็ป
chap,แช็ป
chapter,แช็ปเตอร์
chapter,แช็ปเตอร์
char,ชาร์
char,ชาร์
chard,ชาร์ด
chard,ชาร์ด
charge,ชาร์จ
charge,ชาร์จ
charger,ชาร์จเจอร์
charger,ชาร์จเจอร์
chariot,แชเรียต
chariot,เชเรียต
chariot,แชเรียต
chariot,เชเรียต
charisma,คาริสมา
charisma,คาริสมา
charity,แชริตี
charity,เชริตี
charity,แชริตี
charity,เชริตี
charlie,ชาร์ลี
charlie,ชาร์ลี
Charlie,ชาร์ลี
Charlie,ชาร์ลี
charm,ชาร์ม
charm,ชาร์ม
charming,ชาร์มมิง
charming,ชาร์มมิง
chart,ชาร์ต
chart,ชาร์ต
charter,ชาร์เตอร์
charter,ชาร์เตอร์
chase,เชส
chase,เชส
chassis,แชสซี
chassis,แชสซี
chaste,เชสต์
chaste,เชสต์
cheap,ชีป
cheap,ชีป
cheat,ชีต
cheat,ชีต
checklist,เช็กลิสต์
checklist,เช็กลิสต์
checkmate,เช็กเมต
checkmate,เช็กเมต
cheek,ชีก
cheek,ชีก
cheerleader,เชียร์ลีดเดอร์
cheerleader,เชียร์ลีดเดอร์
cheese,ชีส
cheese,ชีส
cheeseburger,ชีสเบอร์เกอร์
cheeseburger,ชีสเบอร์เกอร์
cheesecake,ชีสเค้ก
cheesecake,ชีสเค้ก
cheetah,ชีตาห์
cheetah,ชีตาห์
chef,เชฟ
chef,เชฟ
chelate,คีเลต
chelate,คีเลต
chelation,คีเลชัน
chelation,คีเลชัน
Chelsea,เชลซี
Chelsea,เชลซี
chenille,เชอนีล
chenille,เชอนีล
Cher,แชร์
Cher,แชร์
cherish,เชริช
cherish,เชริช
cherub,เชรับ
cherub,เชรับ
cherubim,เชรับ
cherubim,เชรับ
seraph,เซรัฟ
seraph,เซรัฟ
seraphim,เซรัฟ
seraphim,เซรัฟ
Cheryl,เชริล
Cheryl,เชริล
chess,เชส
chess,เชส
chest,เชสต์
chest,เชสต์
Chester,เชสเตอร์
Chester,เชสเตอร์
chestnut,เชสนัต
chestnut,เชสต์นัต
chestnut,เชสนัต
chestnut,เชสต์นัต
Chevrolet,เชฟโรเลต
Chevrolet,เชฟโรเลต
chevron,เชฟรอน
chevron,เชฟรอน
Chevron,เชฟรอน
Chevron,เชฟรอน
chic,ชิก
chic,ชิก
chicane,ชิเคน
chicane,ชิเคน
Chicano,ชิคาโน
Chicano,ชิคาโน
chick,ชิก
chick,ชิก
chicken,ชิกกิน
chicken,ชิกเกน
chicken,ชิกกิน
chicken,ชิกเกน
chickpea,ชิกพี
chickpea,ชิกพี
chicory,ชิเคอรี
chicory,ชิเคอรี
chief,ชีฟ
chief,ชีฟ
chiffon,ชิฟฟอน
chiffon,ชิฟฟอน
chihuahua,ชิวาวา
chihuahua,ชิวาวา
child,ไชลด์
child,ไชลด์
childhood,ไชลด์ฮุด
childhood,ไชลด์ฮุด
children,ชิลเดรน
children,ชิลเดรน
chili,ชิลี
chili,ชิลี
chill,ชิล
chill,ชิล
chillax,ชิลแล็กซ์
chillax,ชิลแล็กซ์
chiller,ชิลเลอร์
chiller,ชิลเลอร์
chilli,ชิลลี
chilli,ชิลลี
chilly,ชิลลี
chilly,ชิลลี
chimaera,ไคมีรา
chimaera,คิเมอรา
chimaera,ไคมีรา
chimaera,คิเมอรา
chimera,ไคมีรา
chimera,คิเมอรา
chimera,ไคมีรา
chimera,คิเมอรา
chime,ไชม์
chime,ไชม์
chimney,ชิมนีย์
chimney,ชิมนีย์
chimpanzee,ชิมแพนซี
chimpanzee,ชิมแพนซี
chin,ชิน
chin,ชิน
Chinatown,ไชนาทาวน์
Chinatown,ไชนาทาวน์
chinchilla,ชินชิลลา
chinchilla,ชินชิลลา
Chinese,ไชนีส
Chinese,ไชนีส
chink,ชิงก์
chink,ชิงก์
chinook,ชินุก
chinook,ชินุก
chip,ชิป
chip,ชิป
chipmunk,ชิปมังก์
chipmunk,ชิปมังก์
chipper,ชิปเปอร์
chipper,ชิปเปอร์
chirp,เชิร์ป
chirp,เชิร์ป
chitin,ไคทิน
chitin,ไคทิน
pectin,เพกทิน
pectin,เพกทิน
chivalry,ชิวัลรี
chivalry,ชิวัลรี
chlamidia,chlamydia
chlamidia,คลามิเดีย
chlamidia,คลามิเดีย
Chloe,โคลอี
Chloe,โคลอี
choir,ไควเออร์
choir,ไควเออร์
choice,ชอยซ์
choice,ชอยซ์
chomp,ชอมป์
chomp,ชอมป์
choose,ชูส
